Municipio,Tipo de establecimiento,Periodo,DATA
Alberite,Empresas organizadoras de congresos y reuniones,2019,
Alberite,Empresas organizadoras de congresos y reuniones,2020,
Alberite,Empresas organizadoras de congresos y reuniones,2021,
Alberite,Empresas organizadoras de congresos y reuniones,2022,
Alberite,Empresas organizadoras de congresos y reuniones,2023,
Alberite,Empresas organizadoras de congresos y reuniones,2024,
Alberite,Turismo activo,2009,
Alberite,Turismo activo,2010,
Alberite,Turismo activo,2011,
Alberite,Turismo activo,2012,
Alberite,Turismo activo,2013,
Alberite,Turismo activo,2014,
Alberite,Turismo activo,2015,
Alberite,Turismo activo,2016,
Alberite,Turismo activo,2017,
Alberite,Turismo activo,2018,
Alberite,Turismo activo,2019,
Alberite,Turismo activo,2020,
Alberite,Turismo activo,2021,
Alberite,Turismo activo,2022,
Alberite,Turismo activo,2023,
Alberite,Turismo activo,2024,
Alcanadre,Agencias de viajes,2009,
Alcanadre,Agencias de viajes,2010,
Alcanadre,Agencias de viajes,2011,
Alcanadre,Agencias de viajes,2012,
Alcanadre,Agencias de viajes,2013,
Alcanadre,Agencias de viajes,2014,
Alcanadre,Agencias de viajes,2015,
Alcanadre,Agencias de viajes,2016,
Alcanadre,Agencias de viajes,2017,
Alcanadre,Agencias de viajes,2018,
Alcanadre,Agencias de viajes,2019,
Alcanadre,Agencias de viajes,2020,
Alcanadre,Agencias de viajes,2021,
Alcanadre,Agencias de viajes,2022,
Alcanadre,Agencias de viajes,2023,
Alcanadre,Agencias de viajes,2024,
Alcanadre,Empresas organizadoras de congresos y reuniones,2009,
Alcanadre,Empresas organizadoras de congresos y reuniones,2010,
Alcanadre,Empresas organizadoras de congresos y reuniones,2011,
Alcanadre,Empresas organizadoras de congresos y reuniones,2012,
Alcanadre,Empresas organizadoras de congresos y reuniones,2013,
Alcanadre,Empresas organizadoras de congresos y reuniones,2014,
Alcanadre,Empresas organizadoras de congresos y reuniones,2015,
Alcanadre,Empresas organizadoras de congresos y reuniones,2016,
Alcanadre,Empresas organizadoras de congresos y reuniones,2017,
Alcanadre,Empresas organizadoras de congresos y reuniones,2018,
Alcanadre,Empresas organizadoras de congresos y reuniones,2019,
Alcanadre,Empresas organizadoras de congresos y reuniones,2020,
Alcanadre,Empresas organizadoras de congresos y reuniones,2021,
Alcanadre,Empresas organizadoras de congresos y reuniones,2022,
Alcanadre,Empresas organizadoras de congresos y reuniones,2023,
Alcanadre,Empresas organizadoras de congresos y reuniones,2024,
Alcanadre,Turismo activo,2009,
Alcanadre,Turismo activo,2010,
Alcanadre,Turismo activo,2011,
Alcanadre,Turismo activo,2012,
Alcanadre,Turismo activo,2013,
Alcanadre,Turismo activo,2014,
Alcanadre,Turismo activo,2015,
Alcanadre,Turismo activo,2016,
Alcanadre,Turismo activo,2017,
Alcanadre,Turismo activo,2018,
Alcanadre,Turismo activo,2019,
Alcanadre,Turismo activo,2020,
Alcanadre,Turismo activo,2021,
Alcanadre,Turismo activo,2022,
Alcanadre,Turismo activo,2023,
Alcanadre,Turismo activo,2024,
Aldeanueva de Ebro,Agencias de viajes,2009,
Aldeanueva de Ebro,Agencias de viajes,2010,
Aldeanueva de Ebro,Agencias de viajes,2011,
Aldeanueva de Ebro,Agencias de viajes,2012,
Aldeanueva de Ebro,Agencias de viajes,2013,
Aldeanueva de Ebro,Agencias de viajes,2014,
Aldeanueva de Ebro,Agencias de viajes,2015,
Aldeanueva de Ebro,Agencias de viajes,2016,
Aldeanueva de Ebro,Agencias de viajes,2017,
Aldeanueva de Ebro,Agencias de viajes,2018,
Aldeanueva de Ebro,Agencias de viajes,2019,
Aldeanueva de Ebro,Agencias de viajes,2020,
Aldeanueva de Ebro,Agencias de viajes,2021,
Aldeanueva de Ebro,Agencias de viajes,2022,
Aldeanueva de Ebro,Agencias de viajes,2023,
Aldeanueva de Ebro,Agencias de viajes,2024,
Aldeanueva de Ebro,Empresas organizadoras de congresos y reuniones,2009,
Aldeanueva de Ebro,Empresas organizadoras de congresos y reuniones,2010,
Aldeanueva de Ebro,Empresas organizadoras de congresos y reuniones,2011,
Aldeanueva de Ebro,Empresas organizadoras de congresos y reuniones,2012,
Aldeanueva de Ebro,Empresas organizadoras de congresos y reuniones,2013,
Aldeanueva de Ebro,Empresas organizadoras de congresos y reuniones,2014,
Aldeanueva de Ebro,Empresas organizadoras de congresos y reuniones,2015,
Aldeanueva de Ebro,Empresas organizadoras de congresos y reuniones,2016,
Aldeanueva de Ebro,Empresas organizadoras de congresos y reuniones,2017,
Aldeanueva de Ebro,Empresas organizadoras de congresos y reuniones,2018,
Aldeanueva de Ebro,Empresas organizadoras de congresos y reuniones,2019,
Aldeanueva de Ebro,Empresas organizadoras de congresos y reuniones,2020,
Aldeanueva de Ebro,Empresas organizadoras de congresos y reuniones,2021,
Aldeanueva de Ebro,Empresas organizadoras de congresos y reuniones,2022,
Aldeanueva de Ebro,Empresas organizadoras de congresos y reuniones,2023,
Aldeanueva de Ebro,Empresas organizadoras de congresos y reuniones,2024,
Aldeanueva de Ebro,Turismo activo,2009,
Aldeanueva de Ebro,Turismo activo,2010,
Aldeanueva de Ebro,Turismo activo,2011,
Aldeanueva de Ebro,Turismo activo,2012,
Aldeanueva de Ebro,Turismo activo,2013,
Aldeanueva de Ebro,Turismo activo,2014,
Aldeanueva de Ebro,Turismo activo,2015,
Aldeanueva de Ebro,Turismo activo,2016,
Aldeanueva de Ebro,Turismo activo,2017,
Aldeanueva de Ebro,Turismo activo,2018,
Aldeanueva de Ebro,Turismo activo,2019,
Aldeanueva de Ebro,Turismo activo,2020,
Aldeanueva de Ebro,Turismo activo,2021,
Aldeanueva de Ebro,Turismo activo,2022,
Aldeanueva de Ebro,Turismo activo,2023,
Aldeanueva de Ebro,Turismo activo,2024,
Alesanco,Agencias de viajes,2009,
Alesanco,Agencias de viajes,2010,
Alesanco,Agencias de viajes,2011,
Alesanco,Agencias de viajes,2012,
Alesanco,Agencias de viajes,2013,
Alesanco,Agencias de viajes,2014,
Alesanco,Agencias de viajes,2015,
Alesanco,Agencias de viajes,2016,
Alesanco,Agencias de viajes,2017,
Alesanco,Agencias de viajes,2018,
Alesanco,Agencias de viajes,2019,
Alesanco,Agencias de viajes,2020,
Alesanco,Agencias de viajes,2021,
Alesanco,Agencias de viajes,2022,
Alesanco,Agencias de viajes,2023,
Alesanco,Agencias de viajes,2024,
Alesanco,Empresas organizadoras de congresos y reuniones,2009,
Alesanco,Empresas organizadoras de congresos y reuniones,2010,
Alesanco,Empresas organizadoras de congresos y reuniones,2011,
Alesanco,Empresas organizadoras de congresos y reuniones,2012,
Alesanco,Empresas organizadoras de congresos y reuniones,2013,
Alesanco,Empresas organizadoras de congresos y reuniones,2014,
Alesanco,Empresas organizadoras de congresos y reuniones,2015,
Alesanco,Empresas organizadoras de congresos y reuniones,2016,
Alesanco,Empresas organizadoras de congresos y reuniones,2017,
Alesanco,Empresas organizadoras de congresos y reuniones,2018,
Alesanco,Empresas organizadoras de congresos y reuniones,2019,
Alesanco,Empresas organizadoras de congresos y reuniones,2020,
Alesanco,Empresas organizadoras de congresos y reuniones,2021,
Alesanco,Empresas organizadoras de congresos y reuniones,2022,
Alesanco,Empresas organizadoras de congresos y reuniones,2023,
Alesanco,Empresas organizadoras de congresos y reuniones,2024,
Alesanco,Turismo activo,2009,
Alesanco,Turismo activo,2010,
Alesanco,Turismo activo,2011,
Alesanco,Turismo activo,2012,
Alesanco,Turismo activo,2013,
Alesanco,Turismo activo,2014,
Alesanco,Turismo activo,2015,
Alesanco,Turismo activo,2016,
Alesanco,Turismo activo,2017,
Alesanco,Turismo activo,2018,
Alesanco,Turismo activo,2019,
Alesanco,Turismo activo,2020,
Alesanco,Turismo activo,2021,
Alesanco,Turismo activo,2022,
Alesanco,Turismo activo,2023,
Alesanco,Turismo activo,2024,
Alesón,Agencias de viajes,2009,
Alesón,Agencias de viajes,2010,
Alesón,Agencias de viajes,2011,
Alesón,Agencias de viajes,2012,
Alesón,Agencias de viajes,2013,
Alesón,Agencias de viajes,2014,
Alesón,Agencias de viajes,2015,
Alesón,Agencias de viajes,2016,
Alesón,Agencias de viajes,2017,
Alesón,Agencias de viajes,2018,
Alesón,Agencias de viajes,2019,
Alesón,Agencias de viajes,2020,
Alesón,Agencias de viajes,2021,
Alesón,Agencias de viajes,2022,
Alesón,Agencias de viajes,2023,
Alesón,Agencias de viajes,2024,
Alesón,Empresas organizadoras de congresos y reuniones,2009,
Alesón,Empresas organizadoras de congresos y reuniones,2010,
Alesón,Empresas organizadoras de congresos y reuniones,2011,
Alesón,Empresas organizadoras de congresos y reuniones,2012,
Alesón,Empresas organizadoras de congresos y reuniones,2013,
Alesón,Empresas organizadoras de congresos y reuniones,2014,
Alesón,Empresas organizadoras de congresos y reuniones,2015,
Alesón,Empresas organizadoras de congresos y reuniones,2016,
Alesón,Empresas organizadoras de congresos y reuniones,2017,
Alesón,Empresas organizadoras de congresos y reuniones,2018,
Alesón,Empresas organizadoras de congresos y reuniones,2019,
Alesón,Empresas organizadoras de congresos y reuniones,2020,
Alesón,Empresas organizadoras de congresos y reuniones,2021,
Alesón,Empresas organizadoras de congresos y reuniones,2022,
Alesón,Empresas organizadoras de congresos y reuniones,2023,
Alesón,Empresas organizadoras de congresos y reuniones,2024,
Alesón,Turismo activo,2009,
Alesón,Turismo activo,2010,
Alesón,Turismo activo,2011,
Alesón,Turismo activo,2012,
Alesón,Turismo activo,2013,
Alesón,Turismo activo,2014,
Alesón,Turismo activo,2015,
Alesón,Turismo activo,2016,
Alesón,Turismo activo,2017,
Alesón,Turismo activo,2018,
Alesón,Turismo activo,2019,
Alesón,Turismo activo,2020,
Alesón,Turismo activo,2021,
Alesón,Turismo activo,2022,
Alesón,Turismo activo,2023,
Alesón,Turismo activo,2024,
Alfaro,Agencias de viajes,2009,3
Alfaro,Agencias de viajes,2010,3
Alfaro,Agencias de viajes,2011,3
Alfaro,Agencias de viajes,2012,3
Alfaro,Agencias de viajes,2013,1
Alfaro,Agencias de viajes,2014,1
Alfaro,Agencias de viajes,2015,2
Alfaro,Agencias de viajes,2016,2
Alfaro,Agencias de viajes,2017,2
Alfaro,Agencias de viajes,2018,2
Alfaro,Agencias de viajes,2019,2
Alfaro,Agencias de viajes,2020,3
Alfaro,Agencias de viajes,2021,3
Alfaro,Agencias de viajes,2022,3
Alfaro,Agencias de viajes,2023,3
Alfaro,Agencias de viajes,2024,3
Alfaro,Empresas organizadoras de congresos y reuniones,2009,
Alfaro,Empresas organizadoras de congresos y reuniones,2010,
Alfaro,Empresas organizadoras de congresos y reuniones,2011,
Alfaro,Empresas organizadoras de congresos y reuniones,2012,
Alfaro,Empresas organizadoras de congresos y reuniones,2013,
Alfaro,Empresas organizadoras de congresos y reuniones,2014,
Alfaro,Empresas organizadoras de congresos y reuniones,2015,
Alfaro,Empresas organizadoras de congresos y reuniones,2016,
Alfaro,Empresas organizadoras de congresos y reuniones,2017,
Alfaro,Empresas organizadoras de congresos y reuniones,2018,
Alfaro,Empresas organizadoras de congresos y reuniones,2019,
Alfaro,Empresas organizadoras de congresos y reuniones,2020,
Alfaro,Empresas organizadoras de congresos y reuniones,2021,
Alfaro,Empresas organizadoras de congresos y reuniones,2022,
Alfaro,Empresas organizadoras de congresos y reuniones,2023,
Alfaro,Empresas organizadoras de congresos y reuniones,2024,
Alfaro,Turismo activo,2009,1
Alfaro,Turismo activo,2010,1
Alfaro,Turismo activo,2011,1
Alfaro,Turismo activo,2012,1
Alfaro,Turismo activo,2013,1
Alfaro,Turismo activo,2014,1
Alfaro,Turismo activo,2015,2
Alfaro,Turismo activo,2016,2
Alfaro,Turismo activo,2017,2
Alfaro,Turismo activo,2018,2
Alfaro,Turismo activo,2019,2
Alfaro,Turismo activo,2020,2
Alfaro,Turismo activo,2021,2
Alfaro,Turismo activo,2022,2
Alfaro,Turismo activo,2023,2
Alfaro,Turismo activo,2024,2
Almarza de Cameros,Agencias de viajes,2009,
Almarza de Cameros,Agencias de viajes,2010,
Almarza de Cameros,Agencias de viajes,2011,
Almarza de Cameros,Agencias de viajes,2012,
Almarza de Cameros,Agencias de viajes,2013,
Almarza de Cameros,Agencias de viajes,2014,
Almarza de Cameros,Agencias de viajes,2015,
