Municipio,Tipo de establecimiento,Periodo,DATA
Bergasillas Bajera,Viviendas de uso turístico,2020,
Bergasillas Bajera,Viviendas de uso turístico,2021,
Bergasillas Bajera,Viviendas de uso turístico,2022,
Bergasillas Bajera,Viviendas de uso turístico,2023,
Bergasillas Bajera,Viviendas de uso turístico,2024,
Bezares,Viviendas de uso turístico,2018,
Bezares,Viviendas de uso turístico,2019,
Bezares,Viviendas de uso turístico,2020,
Bezares,Viviendas de uso turístico,2021,
Bezares,Viviendas de uso turístico,2022,
Bezares,Viviendas de uso turístico,2023,
Bezares,Viviendas de uso turístico,2024,
Bobadilla,Viviendas de uso turístico,2018,
Bobadilla,Viviendas de uso turístico,2019,
Bobadilla,Viviendas de uso turístico,2020,
Bobadilla,Viviendas de uso turístico,2021,
Bobadilla,Viviendas de uso turístico,2022,
Bobadilla,Viviendas de uso turístico,2023,
Bobadilla,Viviendas de uso turístico,2024,
Brieva de Cameros,Viviendas de uso turístico,2018,
Brieva de Cameros,Viviendas de uso turístico,2019,
Brieva de Cameros,Viviendas de uso turístico,2020,1
Brieva de Cameros,Viviendas de uso turístico,2021,1
Brieva de Cameros,Viviendas de uso turístico,2022,1
Brieva de Cameros,Viviendas de uso turístico,2023,1
Brieva de Cameros,Viviendas de uso turístico,2024,1
Brińas,Viviendas de uso turístico,2018,
Brińas,Viviendas de uso turístico,2019,1
Brińas,Viviendas de uso turístico,2020,1
Brińas,Viviendas de uso turístico,2021,
Brińas,Viviendas de uso turístico,2022,
Brińas,Viviendas de uso turístico,2023,
Brińas,Viviendas de uso turístico,2024,
Briones,Viviendas de uso turístico,2018,5
Briones,Viviendas de uso turístico,2019,6
Briones,Viviendas de uso turístico,2020,7
Briones,Viviendas de uso turístico,2021,6
Briones,Viviendas de uso turístico,2022,6
Briones,Viviendas de uso turístico,2023,6
Briones,Viviendas de uso turístico,2024,6
Cabezón de Cameros,Viviendas de uso turístico,2018,
Cabezón de Cameros,Viviendas de uso turístico,2019,
Cabezón de Cameros,Viviendas de uso turístico,2020,
Cabezón de Cameros,Viviendas de uso turístico,2021,
Cabezón de Cameros,Viviendas de uso turístico,2022,
Cabezón de Cameros,Viviendas de uso turístico,2023,
Cabezón de Cameros,Viviendas de uso turístico,2024,
Calahorra,Viviendas de uso turístico,2018,4
Calahorra,Viviendas de uso turístico,2019,6
Calahorra,Viviendas de uso turístico,2020,8
Calahorra,Viviendas de uso turístico,2021,10
Calahorra,Viviendas de uso turístico,2022,10
Calahorra,Viviendas de uso turístico,2023,14
Calahorra,Viviendas de uso turístico,2024,15
Camprovín,Viviendas de uso turístico,2018,1
Camprovín,Viviendas de uso turístico,2019,1
Camprovín,Viviendas de uso turístico,2020,2
Camprovín,Viviendas de uso turístico,2021,4
Camprovín,Viviendas de uso turístico,2022,4
Camprovín,Viviendas de uso turístico,2023,1
Camprovín,Viviendas de uso turístico,2024,1
Canales de la Sierra,Viviendas de uso turístico,2018,
Canales de la Sierra,Viviendas de uso turístico,2019,
Canales de la Sierra,Viviendas de uso turístico,2020,
Canales de la Sierra,Viviendas de uso turístico,2021,
Canales de la Sierra,Viviendas de uso turístico,2022,
Canales de la Sierra,Viviendas de uso turístico,2023,
Canales de la Sierra,Viviendas de uso turístico,2024,
Canillas de Río Tuerto,Viviendas de uso turístico,2018,
Canillas de Río Tuerto,Viviendas de uso turístico,2019,
Canillas de Río Tuerto,Viviendas de uso turístico,2020,
Canillas de Río Tuerto,Viviendas de uso turístico,2021,
Canillas de Río Tuerto,Viviendas de uso turístico,2022,
Canillas de Río Tuerto,Viviendas de uso turístico,2023,
Canillas de Río Tuerto,Viviendas de uso turístico,2024,
Cańas,Viviendas de uso turístico,2018,
Cańas,Viviendas de uso turístico,2019,1
Cańas,Viviendas de uso turístico,2020,1
Cańas,Viviendas de uso turístico,2021,1
Cańas,Viviendas de uso turístico,2022,1
Cańas,Viviendas de uso turístico,2023,2
Cańas,Viviendas de uso turístico,2024,2
Cárdenas,Viviendas de uso turístico,2018,
Cárdenas,Viviendas de uso turístico,2019,
Cárdenas,Viviendas de uso turístico,2020,
Cárdenas,Viviendas de uso turístico,2021,
Cárdenas,Viviendas de uso turístico,2022,
Cárdenas,Viviendas de uso turístico,2023,
Cárdenas,Viviendas de uso turístico,2024,
Casalarreina,Viviendas de uso turístico,2018,1
Casalarreina,Viviendas de uso turístico,2019,6
Casalarreina,Viviendas de uso turístico,2020,15
Casalarreina,Viviendas de uso turístico,2021,16
Casalarreina,Viviendas de uso turístico,2022,17
Casalarreina,Viviendas de uso turístico,2023,21
Casalarreina,Viviendas de uso turístico,2024,23
Castańares de Rioja,Viviendas de uso turístico,2018,1
Castańares de Rioja,Viviendas de uso turístico,2019,1
Castańares de Rioja,Viviendas de uso turístico,2020,2
Castańares de Rioja,Viviendas de uso turístico,2021,2
Castańares de Rioja,Viviendas de uso turístico,2022,2
Castańares de Rioja,Viviendas de uso turístico,2023,2
Castańares de Rioja,Viviendas de uso turístico,2024,2
Castroviejo,Viviendas de uso turístico,2018,
Castroviejo,Viviendas de uso turístico,2019,
Castroviejo,Viviendas de uso turístico,2020,
Castroviejo,Viviendas de uso turístico,2021,
Castroviejo,Viviendas de uso turístico,2022,
Castroviejo,Viviendas de uso turístico,2023,
Castroviejo,Viviendas de uso turístico,2024,
Cellorigo,Viviendas de uso turístico,2018,
Cellorigo,Viviendas de uso turístico,2019,
Cellorigo,Viviendas de uso turístico,2020,
Cellorigo,Viviendas de uso turístico,2021,
Cellorigo,Viviendas de uso turístico,2022,
Cellorigo,Viviendas de uso turístico,2023,
Cellorigo,Viviendas de uso turístico,2024,
Cenicero,Viviendas de uso turístico,2018,1
Cenicero,Viviendas de uso turístico,2019,2
Cenicero,Viviendas de uso turístico,2020,6
Cenicero,Viviendas de uso turístico,2021,6
Cenicero,Viviendas de uso turístico,2022,8
Cenicero,Viviendas de uso turístico,2023,8
Cenicero,Viviendas de uso turístico,2024,9
Cervera del Río Alhama,Viviendas de uso turístico,2018,
Cervera del Río Alhama,Viviendas de uso turístico,2019,1
Cervera del Río Alhama,Viviendas de uso turístico,2020,1
Cervera del Río Alhama,Viviendas de uso turístico,2021,2
Cervera del Río Alhama,Viviendas de uso turístico,2022,1
Cervera del Río Alhama,Viviendas de uso turístico,2023,2
Cervera del Río Alhama,Viviendas de uso turístico,2024,2
Cidamón,Viviendas de uso turístico,2018,
Cidamón,Viviendas de uso turístico,2019,
Cidamón,Viviendas de uso turístico,2020,
Cidamón,Viviendas de uso turístico,2021,
Cidamón,Viviendas de uso turístico,2022,
Cidamón,Viviendas de uso turístico,2023,
Cidamón,Viviendas de uso turístico,2024,
Cihuri,Viviendas de uso turístico,2018,
Cihuri,Viviendas de uso turístico,2019,1
Cihuri,Viviendas de uso turístico,2020,2
Cihuri,Viviendas de uso turístico,2021,3
Cihuri,Viviendas de uso turístico,2022,3
Cihuri,Viviendas de uso turístico,2023,4
Cihuri,Viviendas de uso turístico,2024,4
Cirueńa,Viviendas de uso turístico,2018,5
Cirueńa,Viviendas de uso turístico,2019,13
Cirueńa,Viviendas de uso turístico,2020,17
Cirueńa,Viviendas de uso turístico,2021,16
Cirueńa,Viviendas de uso turístico,2022,16
Cirueńa,Viviendas de uso turístico,2023,21
Cirueńa,Viviendas de uso turístico,2024,24
Clavijo,Viviendas de uso turístico,2018,2
Clavijo,Viviendas de uso turístico,2019,2
Clavijo,Viviendas de uso turístico,2020,2
Clavijo,Viviendas de uso turístico,2021,3
Clavijo,Viviendas de uso turístico,2022,3
Clavijo,Viviendas de uso turístico,2023,3
Clavijo,Viviendas de uso turístico,2024,3
Cordovín,Viviendas de uso turístico,2018,
Cordovín,Viviendas de uso turístico,2019,
Cordovín,Viviendas de uso turístico,2020,
Cordovín,Viviendas de uso turístico,2021,
Cordovín,Viviendas de uso turístico,2022,
Cordovín,Viviendas de uso turístico,2023,
Cordovín,Viviendas de uso turístico,2024,
Corera,Viviendas de uso turístico,2018,1
Corera,Viviendas de uso turístico,2019,1
Corera,Viviendas de uso turístico,2020,
Corera,Viviendas de uso turístico,2021,
Corera,Viviendas de uso turístico,2022,
Corera,Viviendas de uso turístico,2023,1
Corera,Viviendas de uso turístico,2024,1
Cornago,Viviendas de uso turístico,2018,
Cornago,Viviendas de uso turístico,2019,1
Cornago,Viviendas de uso turístico,2020,1
Cornago,Viviendas de uso turístico,2021,1
Cornago,Viviendas de uso turístico,2022,
Cornago,Viviendas de uso turístico,2023,2
Cornago,Viviendas de uso turístico,2024,2
Corporales,Viviendas de uso turístico,2018,
Corporales,Viviendas de uso turístico,2019,
Corporales,Viviendas de uso turístico,2020,
Corporales,Viviendas de uso turístico,2021,
Corporales,Viviendas de uso turístico,2022,
Corporales,Viviendas de uso turístico,2023,
Corporales,Viviendas de uso turístico,2024,
Cuzcurrita de Río Tirón,Viviendas de uso turístico,2018,4
Cuzcurrita de Río Tirón,Viviendas de uso turístico,2019,4
Cuzcurrita de Río Tirón,Viviendas de uso turístico,2020,9
Cuzcurrita de Río Tirón,Viviendas de uso turístico,2021,9
Cuzcurrita de Río Tirón,Viviendas de uso turístico,2022,10
Cuzcurrita de Río Tirón,Viviendas de uso turístico,2023,9
Cuzcurrita de Río Tirón,Viviendas de uso turístico,2024,9
Daroca de Rioja,Viviendas de uso turístico,2018,
Daroca de Rioja,Viviendas de uso turístico,2019,
Daroca de Rioja,Viviendas de uso turístico,2020,1
Daroca de Rioja,Viviendas de uso turístico,2021,1
Daroca de Rioja,Viviendas de uso turístico,2022,1
Daroca de Rioja,Viviendas de uso turístico,2023,2
Daroca de Rioja,Viviendas de uso turístico,2024,2
Enciso,Viviendas de uso turístico,2018,8
Enciso,Viviendas de uso turístico,2019,9
Enciso,Viviendas de uso turístico,2020,10
Enciso,Viviendas de uso turístico,2021,11
Enciso,Viviendas de uso turístico,2022,11
Enciso,Viviendas de uso turístico,2023,12
Enciso,Viviendas de uso turístico,2024,13
Entrena,Viviendas de uso turístico,2018,2
Entrena,Viviendas de uso turístico,2019,2
Entrena,Viviendas de uso turístico,2020,2
Entrena,Viviendas de uso turístico,2021,3
Entrena,Viviendas de uso turístico,2022,3
Entrena,Viviendas de uso turístico,2023,4
Entrena,Viviendas de uso turístico,2024,4
Estollo,Viviendas de uso turístico,2018,
Estollo,Viviendas de uso turístico,2019,
Estollo,Viviendas de uso turístico,2020,
Estollo,Viviendas de uso turístico,2021,
Estollo,Viviendas de uso turístico,2022,
Estollo,Viviendas de uso turístico,2023,
Estollo,Viviendas de uso turístico,2024,
Ezcaray,Viviendas de uso turístico,2018,19
Ezcaray,Viviendas de uso turístico,2019,31
Ezcaray,Viviendas de uso turístico,2020,45
Ezcaray,Viviendas de uso turístico,2021,45
Ezcaray,Viviendas de uso turístico,2022,47
Ezcaray,Viviendas de uso turístico,2023,73
Ezcaray,Viviendas de uso turístico,2024,90
Foncea,Viviendas de uso turístico,2018,
Foncea,Viviendas de uso turístico,2019,
Foncea,Viviendas de uso turístico,2020,
Foncea,Viviendas de uso turístico,2021,
Foncea,Viviendas de uso turístico,2022,
Foncea,Viviendas de uso turístico,2023,
Foncea,Viviendas de uso turístico,2024,
Fonzaleche,Viviendas de uso turístico,2018,
Fonzaleche,Viviendas de uso turístico,2019,1
Fonzaleche,Viviendas de uso turístico,2020,1
Fonzaleche,Viviendas de uso turístico,2021,1
Fonzaleche,Viviendas de uso turístico,2022,1
Fonzaleche,Viviendas de uso turístico,2023,1
Fonzaleche,Viviendas de uso turístico,2024,1
Fuenmayor,Viviendas de uso turístico,2018,6
Fuenmayor,Viviendas de uso turístico,2019,10
Fuenmayor,Viviendas de uso turístico,2020,9
Fuenmayor,Viviendas de uso turístico,2021,10
Fuenmayor,Viviendas de uso turístico,2022,10
Fuenmayor,Viviendas de uso turístico,2023,14
Fuenmayor,Viviendas de uso turístico,2024,15
Galbárruli,Viviendas de uso turístico,2018,
Galbárruli,Viviendas de uso turístico,2019,
Galbárruli,Viviendas de uso turístico,2020,
Galbárruli,Viviendas de uso turístico,2021,
Galbárruli,Viviendas de uso turístico,2022,
Galbárruli,Viviendas de uso turístico,2023,1
Galbárruli,Viviendas de uso turístico,2024,1
Galilea,Viviendas de uso turístico,2018,1
Galilea,Viviendas de uso turístico,2019,1
Galilea,Viviendas de uso turístico,2020,1
Galilea,Viviendas de uso turístico,2021,1
Galilea,Viviendas de uso turístico,2022,1
Galilea,Viviendas de uso turístico,2023,1
Galilea,Viviendas de uso turístico,2024,1
Gallinero de Cameros,Viviendas de uso turístico,2018,
Gallinero de Cameros,Viviendas de uso turístico,2019,
Gallinero de Cameros,Viviendas de uso turístico,2020,
Gallinero de Cameros,Viviendas de uso turístico,2021,
Gallinero de Cameros,Viviendas de uso turístico,2022,
Gallinero de Cameros,Viviendas de uso turístico,2023,
Gallinero de Cameros,Viviendas de uso turístico,2024,
Gimileo,Viviendas de uso turístico,2018,
Gimileo,Viviendas de uso turístico,2019,1
Gimileo,Viviendas de uso turístico,2020,1
Gimileo,Viviendas de uso turístico,2021,1
Gimileo,Viviendas de uso turístico,2022,1
Gimileo,Viviendas de uso turístico,2023,1
Gimileo,Viviendas de uso turístico,2024,1
Grańón,Viviendas de uso turístico,2018,
Grańón,Viviendas de uso turístico,2019,
Grańón,Viviendas de uso turístico,2020,
Grańón,Viviendas de uso turístico,2021,
Grańón,Viviendas de uso turístico,2022,
Grańón,Viviendas de uso turístico,2023,
Grańón,Viviendas de uso turístico,2024,
Grávalos,Viviendas de uso turístico,2018,1
Grávalos,Viviendas de uso turístico,2019,1
Grávalos,Viviendas de uso turístico,2020,1
Grávalos,Viviendas de uso turístico,2021,1
Grávalos,Viviendas de uso turístico,2022,1
Grávalos,Viviendas de uso turístico,2023,1
Grávalos,Viviendas de uso turístico,2024,1
Haro,Viviendas de uso turístico,2018,18
Haro,Viviendas de uso turístico,2019,28
Haro,Viviendas de uso turístico,2020,58
Haro,Viviendas de uso turístico,2021,59
Haro,Viviendas de uso turístico,2022,59
Haro,Viviendas de uso turístico,2023,81
Haro,Viviendas de uso turístico,2024,89
Herce,Viviendas de uso turístico,2018,
Herce,Viviendas de uso turístico,2019,
Herce,Viviendas de uso turístico,2020,
Herce,Viviendas de uso turístico,2021,1
Herce,Viviendas de uso turístico,2022,1
Herce,Viviendas de uso turístico,2023,3
Herce,Viviendas de uso turístico,2024,3
Herramélluri,Viviendas de uso turístico,2018,
Herramélluri,Viviendas de uso turístico,2019,
Herramélluri,Viviendas de uso turístico,2020,2
Herramélluri,Viviendas de uso turístico,2021,2
Herramélluri,Viviendas de uso turístico,2022,2
Herramélluri,Viviendas de uso turístico,2023,3
Herramélluri,Viviendas de uso turístico,2024,3
Hervías,Viviendas de uso turístico,2018,
Hervías,Viviendas de uso turístico,2019,
Hervías,Viviendas de uso turístico,2020,
Hervías,Viviendas de uso turístico,2021,
Hervías,Viviendas de uso turístico,2022,
Hervías,Viviendas de uso turístico,2023,
Hervías,Viviendas de uso turístico,2024,
Hormilla,Viviendas de uso turístico,2018,2
Hormilla,Viviendas de uso turístico,2019,2
Hormilla,Viviendas de uso turístico,2020,1
Hormilla,Viviendas de uso turístico,2021,1
Hormilla,Viviendas de uso turístico,2022,1
Hormilla,Viviendas de uso turístico,2023,2
Hormilla,Viviendas de uso turístico,2024,2
Hormilleja,Viviendas de uso turístico,2018,
Hormilleja,Viviendas de uso turístico,2019,1
Hormilleja,Viviendas de uso turístico,2020,1
Hormilleja,Viviendas de uso turístico,2021,1
Hormilleja,Viviendas de uso turístico,2022,1
Hormilleja,Viviendas de uso turístico,2023,1
Hormilleja,Viviendas de uso turístico,2024,1
Hornillos de Cameros,Viviendas de uso turístico,2018,
Hornillos de Cameros,Viviendas de uso turístico,2019,
Hornillos de Cameros,Viviendas de uso turístico,2020,
Hornillos de Cameros,Viviendas de uso turístico,2021,
Hornillos de Cameros,Viviendas de uso turístico,2022,
Hornillos de Cameros,Viviendas de uso turístico,2023,
Hornillos de Cameros,Viviendas de uso turístico,2024,
Hornos de Moncalvillo,Viviendas de uso turístico,2018,1
Hornos de Moncalvillo,Viviendas de uso turístico,2019,1
Hornos de Moncalvillo,Viviendas de uso turístico,2020,1
Hornos de Moncalvillo,Viviendas de uso turístico,2021,1
Hornos de Moncalvillo,Viviendas de uso turístico,2022,1
Hornos de Moncalvillo,Viviendas de uso turístico,2023,1
Hornos de Moncalvillo,Viviendas de uso turístico,2024,1
Huércanos,Viviendas de uso turístico,2018,1
Huércanos,Viviendas de uso turístico,2019,2
Huércanos,Viviendas de uso turístico,2020,3
Huércanos,Viviendas de uso turístico,2021,3
Huércanos,Viviendas de uso turístico,2022,3
Huércanos,Viviendas de uso turístico,2023,4
Huércanos,Viviendas de uso turístico,2024,4
Igea,Viviendas de uso turístico,2018,1
Igea,Viviendas de uso turístico,2019,1
Igea,Viviendas de uso turístico,2020,1
Igea,Viviendas de uso turístico,2021,1
Igea,Viviendas de uso turístico,2022,1
Igea,Viviendas de uso turístico,2023,1
Igea,Viviendas de uso turístico,2024,1
Jalón de Cameros,Viviendas de uso turístico,2018,
Jalón de Cameros,Viviendas de uso turístico,2019,
Jalón de Cameros,Viviendas de uso turístico,2020,
Jalón de Cameros,Viviendas de uso turístico,2021,
Jalón de Cameros,Viviendas de uso turístico,2022,
Jalón de Cameros,Viviendas de uso turístico,2023,
Jalón de Cameros,Viviendas de uso turístico,2024,
Laguna de Cameros,Viviendas de uso turístico,2018,1
Laguna de Cameros,Viviendas de uso turístico,2019,1
Laguna de Cameros,Viviendas de uso turístico,2020,1
Laguna de Cameros,Viviendas de uso turístico,2021,2
Laguna de Cameros,Viviendas de uso turístico,2022,2
Laguna de Cameros,Viviendas de uso turístico,2023,2
Laguna de Cameros,Viviendas de uso turístico,2024,2
Lagunilla del Jubera,Viviendas de uso turístico,2018,
